publishedAt,title,artist,rating,genres
2012-02-17T17:29:45Z,Blood For the Master,Goatwhore,7,death metal;black metal;thrash metal;blackened death metal
2012-02-20T20:09:00Z,Visions,Grimes,5,synth pop;indie pop;indietronic;dream pop
2012-02-21T16:57:07Z,Put Your Back N 2 It,Perfume Genius,9,chamber pop;indie folk
2012-02-22T17:12:28Z,Reign of Terror,Sleigh Bells,5,noise pop;indie pop;noise rock
2012-02-23T16:12:47Z,Sorrow and Extinction,Pallbearer,7,traditional doom metal;progressive metal
2012-02-28T17:25:25Z,Possession,Christian Mistress,8,heavy metal;hard rock
2012-02-29T16:53:02Z,WZRD,WZRD,3,alternative rock
2012-03-07T14:34:37Z,4evaNaDay,Big K.R.I.T.,8,hip hop;southern hip hop;pop rap;conscious hip hop
2012-03-08T16:42:31Z,Love at the Bottom of the Sea,The Magnetic Fields,5,synth pop;indie pop;twee pop
2012-03-09T17:58:27Z,Open Your Heart,The Men,7,garage punk;krautrock;psych rock;blues rock;post-punk;country;alt-country
2012-03-21T14:11:11Z,Narrow,Soap&Skin,8,singer-songwriter;art pop;electronic;industrial
2012-03-22T14:06:47Z,The OF Tape Vol. 2,OFWGKTA,4,hardcore hip hop;west coast hip hop
2012-03-23T14:20:26Z,Wreck,Unsane,7,post-hardcore;noise rock
2012-03-26T17:18:03Z,awE naturalE,THEESatisfaction,8,hip hop;jazz;funk;abstract hip hop;experimental hip hop;electronic;neo-soul
2012-03-27T14:28:43Z,Port of Morrow,The Shins,5,indie rock;indie pop
2012-03-28T19:53:24Z,Noctourniquet,The Mars Volta,7,progressive rock;experimental rock;art rock;electronic
2012-03-29T15:45:14Z,Silent Hour / Golden Mile,Daniel Rossen,8,singer-songwriter;baroque pop;indie folk
2012-03-30T16:06:21Z,Koloss,Meshuggah,6,math metal;groove metal;progressive metal
2012-04-04T18:19:45Z,De Vermis Mysteriis,High On Fire,8,sludge metal;stoner metal
2012-04-05T23:27:44Z,BBNG2,BADBADNOTGOOD,9,jazz;jazz fusion;experimental jazz;instrumental hip hop
2012-04-08T05:02:03Z,Kill For Love,Chromatics,4,synth pop;indie electronic;dream wave;ambient;progressive synth
2012-04-09T14:44:16Z,Acousmatic Sorcery,Willis Earl Beal,4,lo-fi;experimental;singer-songwriter;spoken word;outsider  music
2012-04-10T18:22:01Z,"World, You Need a Change of Mind",Kindness,7,nu-disco;funk;r&b;synth pop
2012-04-11T14:02:06Z,Locked Down,Dr. John,7,new orleans r&b;funk;blues rock;jazz-funk
2012-04-13T14:06:59Z,Spooky Action at a Distance,Lotus Plaza,6,dream pop;shoegaze;indie rock
2012-04-14T17:30:03Z,Mr. Impossible,Black Dice,5,noise;punderphonics;noise rock;experimental rock
2012-04-16T22:46:42Z,Sweet Heart Sweet Light,Spiritualized,8,psych rock;space rock;experimental rock;garage rock;baroque pop
2012-04-17T14:17:10Z,Self-Titled,Quakers,5,hip hop;hardcore hip hop
2012-04-19T15:05:28Z,With Siinai: Heartbreaking Bravery,Moonface,6,indie rock;kraut rock;instrumental
2012-04-20T15:19:56Z,The Money Store,Death Grips,10,experimental hip hop;noise hop;electronic;industrial
2012-04-23T19:00:08Z,Dross Glop,Battles,6,electronic;house;ambient;micro house;deep house;experimental hip hop
2012-04-24T14:39:10Z,Blunderbuss,Jack White,6,blues rock;singer-songwriter;garage rock
2012-04-25T15:08:03Z,Sinews,White Suns,8,noise rock;experimental rock;art rock;freeform rock
2012-04-30T14:28:30Z,Harmonicraft,Torche,8,stoner metal;sludge metal;doom metal;stoner pop;sludge pop
2012-05-02T15:22:43Z,History Will Absolve me,Billy Woods,8,abstract hip hop;east coast hip hop;hardcore hip hop;experimental hip hop
2012-05-04T15:58:16Z,Self-Titled,Dweller On the Threshold,6,
2012-05-07T15:23:25Z,Self-Titled,OFF!,7,punk;hardcore punk
2012-05-08T13:31:13Z,Galaxy Garden,Lone,8,house;idm;hardcore breaks;footwork;uk funky
2012-05-09T15:59:14Z,Strange Clouds,B.o.B.,4,pop rap;southern hip hop
2012-05-11T12:42:21Z,Ten Stories,mewithoutYou,6,post-hardcore;indie folk;folk rock;art rock
2012-05-14T12:33:25Z,Bloom,Beach House,8,dream pop;indie pop
2012-05-15T12:10:38Z,Ufabulum,Squarepusher,6,idm;dubstep;breakcore;drum and bass
2012-05-16T12:35:26Z,Control System,Ab-Soul,8,hardcore hip hop;abstract hip hop;west coast hip hop
2012-05-17T23:56:13Z,Born Villain,Marilyn Manson,3,alternative metal;industrial metal
2012-05-18T12:40:26Z,R.A.P. Music,Killer Mike,8,hip hop;hardcore hip hop;conscious hip hop;gangsta rap;experimental hip hop;southern hip hop
2012-05-21T12:38:52Z,Natural History,Dope Body,9,experimental rock;post-funkcore with noise and more funk;primus?
2012-05-22T12:28:14Z,The Only Place,Best Coast,3,indie pop;twee pop
2012-05-23T19:59:00Z,Clear Moon,Mount Eerie,7,slowcore;lo-fi;singer-songwriter;experimental;ambient;drone
2012-05-24T14:21:17Z,Tour Sampler CD-R,Cerce,7,hardcore punk;noise;post-hardcore;crust punk
2012-05-25T12:33:25Z,Cancer For Cure,El-P,6,experimental hip hop;hardcore hip hop;east coast hip hop;abstract hip hop
2012-05-29T15:32:44Z,Valtari,Sigur Rós,7,post-rock;drone;ambient
2012-05-30T16:11:19Z,Live From the Underground,Big K.R.I.T.,7,southern hip hop;dirty south;conscious hip hop;hardcore hip hop
2012-06-04T12:29:25Z,Sentenced to Life,Black Breath,8,death 'n' roll;thrash metal;hardcore punk;crust punk;hardcore
2012-06-05T12:26:52Z,Celebration Rock,Japandroids,5,indie rock;noise rock;pop punk
2012-06-06T17:44:12Z,Americana,Neil Young & Crazy Horse,7,folk rock;americana;country rock
2012-06-07T21:24:51Z,WIXIW,Liars,7,darkwave;ambient pop;electronic;post-punk;minimal synth
2012-06-08T12:27:35Z,On Acid,Recondite,8,acid house;micro  house;minimal
2012-06-11T14:58:18Z,There's No Leaving Now,The Tallest Man On Earth,8,
2012-06-12T16:59:53Z,Kin,iamamiwhoami,8,synth pop;electropop;downtempo;art pop
2012-06-13T17:26:10Z,Instrumentals 2,Clams Casino,7,cloud rap;instrumental hip hop;electronicgaze;hipgaze;shoehop;rapgaze
2012-06-14T17:25:42Z,Phantom Antichrist,Kreator,5,thrash metal;nwobhm;heavy metal
2012-06-18T12:54:07Z,1999,Joey Bada$$,7,hardcore hip hop;boom bap
2012-06-19T18:32:01Z,The Idler Wheel...,Fiona Apple,9,piano rock;singer-songwriter;art pop;jazz pop
2012-06-20T12:28:38Z,The Bravest Man In the Universe,Bobby Womack,6,soul;neo-soul;contemporary r&b
2012-06-21T14:54:39Z,The Stoned Immaculate,Curren$y,3,jazz rap;southern hip hop
2012-06-22T13:11:25Z,Synthetica,Metric,3,indie rock;synth pop;indie pop
2012-06-25T17:31:18Z,Oceania,The Smashing Pumpkins,6,alternative rock;symphonic rock;dream pop;shoegaze
2012-06-26T16:46:56Z,4NML HSPTL,Open Mike Eagle,7,experimental hip hop;abstract hip hop;glitch hop
2012-06-27T12:58:20Z,Hair,Ty Segall Band- Slaughterhouse / Ty Segall & White Fence,8,garage rock;psych rock;garage punk
2012-06-28T13:00:37Z,NO,Old Man Gloom,6,doom metal;sludge metal;ambient;noise;experimental rock;post-metal
2012-06-29T15:59:46Z,In Our Heads,Hot Chip,7,synth pop;indie pop;dance pop;indie electronic;alternative dance
2012-07-03T12:30:30Z,Mysterious Phonk: The Chronicles of SpvcxxGhxztPvrrp,Spaceghostpurrp,5,cloud rap;southern hip hop;chopped & screwed;experimental hip hop
2012-07-05T13:39:51Z,Clockwork Angels,Rush,6,progressive rock;hard rock;aor
2012-07-06T14:36:59Z,Swing Lo Magellan,Dirty Projectors,6,experimental pop;progressive pop;art rock
2012-07-09T12:28:57Z,Cocody,H-SIK,7,footwork;juke
2012-07-09T16:56:16Z,Take the Kids Off Broadway,Foxygen,8,psych rock;baroque pop;garage rock;pop rock;rock 'n' roll;old vintage retro lo-fi revisitation of all the major rock icons ever;psychopathic british invasion revivalism
2012-07-10T12:49:44Z,Confess,Twin Shadow,5,new wave;synth pop
2012-07-11T22:31:11Z,Channel Orange,Frank Ocean,7,neo-soul;contemporary r&b
2012-07-13T15:15:30Z,Yellow and Green,Baroness,7,heavy psych;alternative rock;stoner rock;psychedelic rock;post-pop-catchy-sludge (lol)
2012-07-16T17:52:22Z,No Youth,Wreck and Reference,7,blackened industrial doom rock spoken word yeah
2012-07-17T16:02:42Z,Life Is Good,Nas,4,pop rap;east coast hip hop;(relatively) hardcore hip hop
2012-07-18T14:25:08Z,Self-Titled,Holograms,8,post-punk;art punk;depressive swedish punk;unhappiness
2012-07-19T18:46:53Z,Skelethon,Aesop Rock,7,experimental hip hop;abstract hip hop;weirdo rap that's really strange;holy wow crazy lyrics
2012-07-20T12:50:39Z,Unsound,Mission of Burma,6,post-punk;art rock;experimental rock
2012-07-23T13:52:29Z,Self-Titled,TNGHT,9,wonky;instrumental hip hop;purple sound;super bangers;bang bang boom;holy wow this rules
2012-07-24T12:10:45Z,Eschatological Scatology,Gnaw Their Tongues,7,black metal;noise;avant-garde metal;experimental metal
2012-07-25T14:50:50Z,Shrines,Purity Ring,6,synth pop;indie electronic;witch house;dream pop;etherial wave
2012-07-27T16:04:33Z,See the World Given to a One Love Entity,Guardian Alien,6,
2012-07-30T11:59:55Z,"God Forgives, I Don't",Rick Ross,3,gangsta rap;mafioso rap;pop rap
2012-08-01T11:28:21Z,Silencing Machine,Nachtmystium,8,black metal;experimental metal
2012-08-02T11:15:16Z,Gossamer,Passion Pit,6,synth pop;indie pop;electropop;indie electronic
2012-08-03T12:59:04Z,Advaitic Songs,Om,5,stoner rock;psych rock;stoner metal;doom metal
2012-08-03T13:27:06Z,No Idols,Domo Genesis,5,west coast hip hop;internet rap
2012-08-12T15:07:52Z,Instinct,Niki and the Dove,6,electropop;synth pop
2012-08-14T01:04:45Z,Mature Themes,Ariel Pink's Haunted Graffiti,6,synth pop;lo-fi indie (sorta;cuz it's not really that lo-fi);psych pop;pop rock;art rock
2012-08-14T23:40:54Z,Light Up Gold,Parquet Courts,7,post-punk;art rock;punk;americana;poet punk;poetic art punk american rock western southern folk freak what am i even saying?
2012-08-16T17:08:20Z,Based on a T.R.U. Story,2 Chainz,4,southern hip hop;pop rap;trap rap;gangsta rap
2012-08-17T15:05:07Z,Hasta La Muerte,Xibalba,8,sludge metal;doom metal;metalcore;beatdown hardcore;hardcore punk
2012-08-20T13:12:35Z,Key to the Kuffs,JJ DOOM,6,abstract hip hop;experimental hip hop;east coast hip hop;instrumental hip hop
2012-08-21T12:55:22Z,Metahuman,Eprom,7,dubstep;wonky;chiptune;beatmusic;glitch hop;strange plinky plonky crazy instrumentals that are somewhat boss
2012-08-22T14:43:03Z,Devotion,Jessie Ware,4,synth pop;contemporary r&b circa 1985;pop soul;semi-futuristic smooth soul
2012-08-23T20:07:14Z,Nocturne,Wild Nothing,8,dream pop;indie rock
2012-08-24T20:15:43Z,Four,Bloc Party,7,indie rock;alternative;rock;post-punk (modernized)
2012-08-28T05:00:01Z,Beams,Matthew Dear,8,
2012-08-28T14:03:42Z,Autotheism,The Faceless,5,technical death metal;progressive metal;melodic death metal
2012-08-29T15:52:01Z,The Seer,Swans,8,experimental rock;art rock;noise;drone;post-punk
2012-08-30T14:08:09Z,Lord$ Never Worry,A$AP Mob,3,cloud rap;southern hip hop;pop rap;swag rap
2012-08-31T04:22:53Z,Welcome to: Our House,Slaughterhouse,3,hardcore hip hop;pop rap
2012-08-31T15:16:41Z,Held,Holy Other,6,
2012-09-04T15:37:29Z,Results,Murder Construct,8,grindcore;deathgrind
2012-09-05T14:20:39Z,Centipede Hz,Animal Collective,6,neo-psychedelia;psych pop;psych rock;experimental pop
2012-09-06T15:08:23Z,I Know What Love Isn't,Jens Lekman,7,
2012-09-07T05:00:02Z,Ocean Roar,Mount Eerie,5,singer-songwriter;atmospheric black metal;drone;ambient;indie folk;lo-fi;slowcore;avant folk
2012-09-07T17:18:40Z,America,Dan Deacon,5,indie electronic;noise pop;neo-psychedelia
2012-09-12T19:19:40Z,Coexist,The xx,4,dream pop;indie pop;indie electronic
2012-09-14T06:15:01Z,Years Past Matter,Krallice,8,progressive metal;black metal
2012-09-15T13:55:05Z,Self-Titled,Ondatrópica,9,
2012-09-17T15:09:23Z,Bend Beyond,Woods,7,folk rock;psychedelic folk;lo-fi indie;freak folk
2012-09-18T16:39:38Z,Shields,Grizzly Bear,6,psychedelic folk;indie folk;progressive folk;neo-psychedelia
2012-09-20T07:47:54Z,I Bet On Sky,Dinosaur Jr.,7,indie rock;alternative rock
2012-09-20T23:33:54Z,Love This Giant,David Byrne & St. Vincent,7,art pop;chamber pop;progressive pop
2012-09-21T15:14:33Z,Total Loss,How To Dress Well,6,contemporary r&b;dream pop;ambient pop
2012-09-24T14:11:29Z,Floral Green,Title Fight,7,pop punk;post-hardcore;emo
2012-09-25T14:16:53Z,Breakthrough,The Gaslamp Killer,8,wonky;glitch hop;instrumental hip hop;turntablism
2012-09-26T14:56:00Z,Food & Liquor 2: The Great American Rap Album Pt. 1,Lupe Fiasco,5,pop rap;conscious hip hop
2012-09-27T19:59:06Z,ANX,Dark Time Sunshine,7,abstract hip hop;conscious hip hop
2012-09-29T18:57:24Z,Until the Quiet Comes,Flying Lotus,7,wonky;idm;beatmusic;instrumental hip hop;nu jazz;glitch hop
2012-10-02T15:32:14Z,Piramida,Efterklang,5,art pop
2012-10-02T23:02:36Z,Babel,Mumford & Sons,6,folk pop;indie folk;alt-country
2012-10-04T14:50:15Z,The 2nd Law,Muse,3,symphonic rock;brostep;electronic pop;80s-80s-80s;alternative rock;pop rock
2012-10-05T14:56:14Z,An Awesome Wave,Alt-J,8,art pop;indie pop;folktronica;indie electronic;baroque pop
2012-10-08T14:47:34Z,NO LOVE DEEP WEB,Death Grips,2,experimental hip hop;industrial hip hop
2012-10-09T13:25:24Z,Self-Titled,METZ,6,noise rock;a bit of post-hardcore as well;i think
2012-10-09T14:10:27Z,Numbers,Mellowhype,3,west coast hip hop;hip hop;hardcore hip hop;odd future raps;swag rap
2012-10-10T14:12:36Z,Lonerism,Tame Impala,8,psych rock;neo-psychedelia;experimental rock
2012-10-10T22:37:01Z,Transcendental Youth,The Mountain Goats,7,singer-songwriter;indie folk
2012-10-12T02:43:34Z,The Heist,Macklemore and Ryan Lewis,2,pop rap;conscious hip hop
2012-10-12T17:28:31Z,'Allelujah! Don't Bend! Ascend!,Godspeed You! Black Emperor,2,post-rock;experimental rock;ambient;drone
2012-10-15T14:09:39Z,All We Love We Leave Behind,Converge,2,hardcore punk;metalcore;post-hardcore
2012-10-16T14:58:34Z,PBX Funicular Intaglio Zone,John Frusciante,2,experimental rock;art pop;lo-fi;breakbeat electronica;drum and bass
2012-10-19T15:16:28Z,The Parallax II: Future Sequence,Between the Buried and Me,2,progressive metal;progressive rock;metalcore
2012-10-19T15:39:41Z,Jiaolong,Daphni,6,tech house;tribal house
2012-10-21T03:22:14Z,Give Me My Flowers While I Can Still Smell Them,Blu & Exile,7,west coast hip hop;boom bap;conscious hip hop
2012-10-22T14:27:09Z,"good kid, m.A.A.d. city",Kendrick Lamar,9,west coast hip hop;conscious hip hop
2012-10-23T13:07:01Z,Alone Together,Karriem Riggins,8,instrumental hip hop;jazz;beatmusic
2012-10-24T13:09:22Z,In the Middle of Infinity,3:33,2,beatmusic;instrumental hip hop;dark ambient;drone
2012-10-24T18:48:48Z,Book Burner,Pig Destroyer,6,grindcore;mosh riffs and mosh riffs and mosh riffs
2012-10-26T14:05:46Z,3rd,Hoax,2,hardcore punk
2012-10-26T14:26:17Z,Unknown Rooms: A Collection of Acoustic Songs,Chelsea Wolfe,2,neofolk;alternative singer-songwriter;ethereal wave
2012-10-30T01:57:21Z,Luxury Problems,Andy Stott,2,dub techno;minimal techno;ambient techno;there are elements of drone spattered throughout this album;too...
2012-10-30T18:12:46Z,2,Mac DeMarco,2,indie pop;indie rock;lo-fi;jangle pop
2012-10-31T19:30:56Z,Made Possible,The Bad Plus,2,jazz fusion;avant-garde jazz;jazz
2012-11-01T13:52:42Z,Zeros,The Soft Moon,4,gothic rock;post-punk;synth punk;cold wave
2012-11-01T14:08:58Z,Cobra Juicy,Black Moth Super Rainbow,5,neo-psychedelia;indie electronic
2012-11-02T19:37:05Z,Dripping,Pile,2,post-hardcore;indie rock
2012-11-05T20:05:45Z,Honor Found In Decay,Neurosis,7,atmospheric sludge metal;post rock;a bit of folk influence as well
2012-11-07T19:55:03Z,Local Business,Titus Andronicus,6,indie rock;punk;folk punk;pop punk;the boss
2012-11-08T20:51:46Z,Agnus Dei,The Secret,5,hardcore punk;crust punk;sludge metal;metalcore;black metal
2012-11-08T22:01:18Z,The Haunted Man,Bat For Lashes,7,art pop;synth pop;indie pop;dream pop;chamber pop
2012-11-12T14:59:00Z,LUX,Brian Eno,6,ambient;electronic
2012-11-13T14:45:12Z,(III),Crystal Castles,4,electronic;electropop;dream pop;darkened dancepop
2012-11-14T14:28:52Z,Self-Titled,Jessica Pratt,7,singer-songwriter;contemporary folk
2012-11-15T15:29:59Z,Koi No Yokan,Deftones,6,alternative metal;shoegaze;alternative rock
2012-11-16T01:51:14Z,Wiki93,Ratking,5,alternative hip hop;hardcore hip hop
2012-11-16T16:23:28Z,Order of Noise,Vessel,7,minimal techno;dub;idm;ambient
2012-11-16T20:40:49Z,Rare Chandeliers,Action Bronson and the Alchemist,8,hardcore hip hop;east coast hip hop
2012-11-19T14:44:38Z,World Music,Goat,5,psychedelic rock;afrobeat;garage rock
2012-11-20T15:32:32Z,Movement,Holly Herndon,7,experimental;techno;house
2012-11-21T15:37:40Z,Duality,Captain Murphy,7,experimental hip hop
2012-11-22T15:50:23Z,The Odds,The Evens,8,"indie;folk punk;""d.c. sound"";post-post-hardcore"
2012-11-25T19:07:49Z,Instrumental Tourist,Tim Hecker and Daniel Lopatin,5,ambient;drone;experimental;eai;noise;glitch;progressive electronic
2012-11-26T13:10:00Z,Into the Future,Bad Brains,3,punk rock;hardcore punk;dub;reggae;alternative metal
2012-11-27T13:56:31Z,Half Way Home,Angel Olsen,7,singer-songwriter;indie folk;contemporary folk;alt-country
2012-11-28T14:06:28Z,Floral Shoppe,Macintosh Plus,4,plunderphonics;experimental;ambient;synth funk;chopped & screwed
2012-11-29T13:25:19Z,Wild Water Kingdom,Heems,5,east coast hip hop;abstract hip hop;cloud rap;water rap
2012-11-30T15:10:49Z,Love Is Love // Return To Dust,Code Orange Kids,6,sludge metal;hardcore punk
2012-12-01T13:35:23Z,Self-Titled,Wu-Block,6,east coast hip hop;hardcore hip hop;gangsta rap
2012-12-04T14:31:58Z,Bish Bosch,Scott Walker,7,experimental rock;singer-songwriter;dark ambient;weirdmeoutstuff
2012-12-05T14:04:39Z,Widowmaker,Dragged Into Sunlight,6,sludge metal;doom metal;death metal;death doom metal;maybe there's some black metal in there as well
2012-12-06T14:37:14Z,Self-Titled,Roomful of Teeth,7,experimental choral music;tuvan throat singing;a capella;classical
2012-12-07T14:56:07Z,We Don't Even Live Here,P.O.S,2,conscious hip hop
2012-12-10T13:27:01Z,Kaleidoscope Dream,Miguel,6,contemporary r&b
2012-12-18T14:52:26Z,Jesus Piece,The Game,5,west coast hip hop;hardcore hip hop;gangsta rap;pop rap
2012-12-19T14:43:00Z,Finally Rich,Chief Keef,4,trap rap
2012-12-20T14:53:38Z,Truant / Rough Sleeper,Burial,8,future garage;dubstep;2-step
2012-12-23T01:32:57Z,Is Your Love Big Enough?,Lianne La Havas,7,neo-soul;pop soul;contemporary folk
2013-01-07T14:52:41Z,Things That Happen At Day / Things That Happen At Night,Milo,8,abstract hip hop;experimental hip hop;cloud rap;spoken word
2013-01-08T14:25:22Z,Long.Live.A$AP,A$AP Rocky,7,east coast hip hop;southern hip hop;cloud rap;pop rap
2013-01-10T16:26:08Z,Decompositions: Volume Number One,Circles Takes the Square,6,sluge-esque screamo;post-hardcore
2013-01-12T06:34:30Z,PEEP: The aPROcalypse,The Progressive Era,8,hardcore hip hop;east coast hip hop;jazz rap
2013-01-14T18:58:32Z,Anything In Return,Toro Y Moi,4,synth funk;synth pop;dance pop
2013-01-15T15:16:16Z,Fade,Yo La Tengo,7,indie rock;dream pop;psychedelic rock;krautrock;jangle pop
2013-01-16T14:10:15Z,We Are the 21st Century Ambassadors of Peace & Magic,Foxygen,8,glam rock;indie pop;psychedelic pop;garage pop;folk rock;rockabilly
2013-01-17T15:03:48Z,{Awayland},Villagers,7,
2013-01-21T14:09:14Z,Vertikal,Cult of Luna,5,atmospheric sludge metal;post-hardcore;post-rock;post-metal
2013-01-22T14:44:45Z,Home,Nosaj Thing,5,ambient pop;future garage;wonky
2013-01-23T14:52:57Z,13.0.0.0.0,TTNG (This Town Needs Guns),7,math rock;indie rock;emo
2013-01-24T15:14:10Z,Self-Titled,Comadre,8,hardcore punk;screamo
2013-01-25T15:47:36Z,General Dome,Buke and Gase,8,noise pop;indie rock;experimental folk
2013-01-28T14:03:01Z,Hummingbird,Local Natives,5,indie rock;chamber pop;indie folk
2013-01-30T13:53:02Z,Self-Titled,California X,6,indie rock;alternative rock;noise rock;stoner rock (slightly)
2013-01-31T14:33:19Z,Oddfellows,Tomahawk,6,experimental rock;alternative rock;mr. bungle vibes;patton-core
2013-02-04T14:44:39Z,Heartthrob,Tegan and Sara,3,synth pop;electro pop;top-40 magic
2013-02-05T14:34:50Z,The Eulogy,Cakes Da Killa,8,
2013-02-06T14:22:55Z,Quantum Leap,Dumbo Gets Mad,6,
2013-02-07T14:07:00Z,II,Unknown Mortal Orchestra,7,neo-psychedelia;lo-fi;psych pop;poppy funky goodtimes
2013-02-08T01:30:08Z,MBV,My Bloody Valentine,8,shoegaze;dream pop;experimental rock;noise pop;neo-psychedelia
2013-02-11T15:23:39Z,Indigoism,The Underachievers,7,conscious hip hop;hardcore hip hop;abstract hip hop;cloud rap
2013-02-13T15:04:30Z,Waiting For Something To Happen,Veronica Falls,6,jangle pop;twee pop
2013-02-14T14:08:56Z,Holy Fire,Foals,5,indie rock;dream pop;dance rock;post-punk;slightly post-rock-ish moment
2013-02-15T20:42:09Z,Honeys,Pissed Jeans,7,noise rock;post-hardcore;hardcore punk
2013-02-16T22:53:12Z,The Man Who Died In His Boat,Grouper,7,drone;ambient;dream pop;singer-songwriter;lo-fi;psychedelic folk
2013-02-19T15:06:59Z,Vexovoid,Portal,5,death metal;technical death metal;noise metal;black metal
2013-02-20T14:26:01Z,Clash The Truth,Beach Fossils,8,jangle pop;indie rock;dream pop;indie pop;beach guitar magic;a little bit of post-punk here and there;kinda shoegaze
2013-02-21T14:49:08Z,Push The Sky Away,Nick Cave and The Bad Seeds,5,singer-songwriter;art rock;chamber pop
2013-02-22T11:58:21Z,You're Nothing,Iceage,8,hardcore punk;post-punk;noise rock
2013-02-26T14:02:13Z,Amok,Atoms For Peace,7,glitch pop;idm;experimental pop;experimental rock;electronic thom yorke magic
2013-02-27T14:07:49Z,Midcity,Clipping,8,harsh noise hyphy hop
2013-02-27T22:59:46Z,Crusher,Grave Babies,7,shoegaze;noise pop;noise rock;post-punk;goth rock
2013-02-28T15:23:36Z,Miracle Mile,STRFKR,3,indie pop;synth pop;dance pop;psych pop
2013-03-01T14:54:45Z,The Underground Resistance,Darkthrone,6,heavy metal;speed metal
2013-03-04T15:08:29Z,Self-Titled,Czarface,6,east coast hip hop;boom bap
2013-03-05T15:09:46Z,The Raven That Refused To Sing (And Other Stories),Steven Wilson,5,progressive rock
2013-03-05T19:53:09Z,Laid Out,Shlohmo,8,trap;contemporary r&b;alternative r&b;sad trap electronica magic;witch house
2013-03-06T15:15:43Z,New Moon,The Men,4,alt-country;garage rock;psych rock;indie rock;kinda sorta folk rock with an attitude
2013-03-07T14:58:12Z,Exai,Autechre,8,"idm;glitch;experimental;irregular techno magic;sonic sorcery;drum 'n' glitch;ambient;""recks on"" has a bit of a hip hop flavor to it;too."
